# GeoNames admin1 code	ISO 3166-2 code, or - when the unit has none	reason
# Reviewed by hand. The generator fails on a unit without a code, on an invalid code and on an unused line.
MA.09	MA-09	Souss-Massa; ISO 3166-2:MA 2019 region code
MA.10	MA-10	Guelmim-Oued Noun; ISO 3166-2:MA 2019 region code
MA.11	MA-11	Laayoune-Sakia El Hamra; ISO 3166-2:MA 2019 region code
MA.12	MA-12	Dakhla-Oued Ed-Dahab; ISO 3166-2:MA 2019 region code
MC.00	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.11	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.12	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.13	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.14	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.21	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.22	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.24	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.25	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.26	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.27	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.31	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.32	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.33	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.41	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.42	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.43	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.44	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.51	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.52	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.53	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.54	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.71	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MG.72	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.007	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.060	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.070	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.073	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.100	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.130	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.190	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.360	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.385	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.400	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MH.410	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MK.F6	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875154	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875155	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875156	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875157	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875158	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875159	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875160	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MO.11875161	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MP.085	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MP.100	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MP.110	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MP.120	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MQ.MQ	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MR.13	MR-13	Nouakchott West (CLDR: Nouakchott Ouest)
MR.14	MR-14	Nouakchott North (CLDR: Nouakchott Nord)
MS.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MS.02	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MS.03	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
MZ.11	MZ-MPM	Maputo City (CLDR: Maputo)
NC.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NC.02	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NC.03	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.04	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.05	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.13	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.17	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.18	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NO.20	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
NP.1	NP-P1	Koshi Province (CLDR: Province 1)
NP.2	NP-P2	Madhesh Province (CLDR: Province 2)
NP.3	NP-P3	Bagmati Province (CLDR: Province 3)
NP.4	NP-P4	Gandaki Province
NP.5	NP-P5	Lumbini Province (CLDR: Province 5)
NP.6	NP-P6	Karnali Province
NP.7	NP-P7	Sudurpashchim Province (CLDR: Province 7)
PF.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PF.02	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PF.03	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PF.04	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PF.05	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PG.20	PG-NCD	National Capital District (CLDR: Port Moresby)
PH.NCR	PH-00	National Capital Region (CLDR: Metro Manila)
PM.97501	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PM.97502	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.001	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.003	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.005	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.007	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.009	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.011	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.013	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.015	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.017	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.019	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.021	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.023	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.025	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.027	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.029	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.031	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.033	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.035	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.037	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.039	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.041	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.043	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.045	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.047	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.049	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.051	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.053	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.054	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.055	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.057	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.059	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.061	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.063	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.065	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.067	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.069	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.071	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.073	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.075	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.077	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.079	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.081	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.083	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.085	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.087	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.089	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.091	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.093	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.095	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.097	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.099	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.101	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.103	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.105	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.107	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.109	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.111	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.113	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.115	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.117	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.119	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.121	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.123	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.125	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.127	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.129	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.131	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.133	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.135	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.137	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.139	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.141	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.143	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.145	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.147	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.149	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.151	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PR.153	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PS.GZ	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
PS.WE	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
QA.01	QA-DA	Ad Dawhah (CLDR: Doha)
QA.06	QA-RA	Ar Rayyan (CLDR: Al Rayyan)
QA.14	QA-SH	Al-Shahaniya (CLDR: Ash Shihaniyah)
RE.RE	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
RS.SE	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
SC.11876017	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
SH.03	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
SJ.21	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
SJ.22	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
ST.02	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TF.01	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TF.02	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TF.03	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TF.04	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TF.05	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TK.A	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
TK.F	-	no ISO 3166-2 code: no Wikidata match and no CLDR 48.2 code of this unit (subdivision of a dependent territory, unit outside ISO 3166-2, or reorganized after the ISO list)
